Date,Price,Open,High,Low,Vol.,Change %
11/29/2016,732.6,733.3,737,727.8,32.57K,-0.10%
11/28/2016,733.3,729.4,738.1,727.7,34.12K,0.53%
11/27/2016,729.4,734.1,738.3,727.1,21.35K,-0.64%
11/26/2016,734.1,740.4,741,725.6,22.58K,-0.84%
11/25/2016,740.4,735.3,741.3,729,28.85K,0.69%
11/24/2016,735.3,741.1,744.2,726.2,37.24K,-0.78%
11/23/2016,741.1,749.3,750.9,731.3,37.87K,-1.10%
11/22/2016,749.3,736.2,754,730.6,44.44K,1.79%
11/21/2016,736.2,728.5,744.3,726.5,32.51K,1.05%
11/20/2016,728.5,747.9,752.3,712.8,47.42K,-2.59%
11/19/2016,747.9,747,755.3,737.4,25.63K,0.12%
11/18/2016,747,737.5,751.4,731,39.71K,1.28%
11/17/2016,737.5,740.3,751.9,730.1,62.77K,-0.37%
11/16/2016,740.3,711.1,746,708.1,79.57K,4.10%
11/15/2016,711.1,704.6,716.9,697.9,41.40K,0.93%
11/14/2016,704.6,702,708,696.1,37.75K,0.37%
11/13/2016,702,704.3,705.6,685,36.14K,-0.33%
11/12/2016,704.3,715,717.4,701.1,27.60K,-1.50%
11/11/2016,715,714.6,719.8,711.7,25.58K,0.06%
11/10/2016,714.6,721.4,723,707.3,33.33K,-0.95%
11/09/2016,721.4,710.9,741.2,707.1,70.70K,1.48%
11/08/2016,710.9,705.4,714.6,701,39.73K,0.78%
11/07/2016,705.4,709.9,711.7,698.3,30.74K,-0.64%
11/06/2016,709.9,702.1,714.1,697.6,25.81K,1.11%
11/05/2016,702.1,702.1,706.4,694,22.02K,0.00%
11/04/2016,702.1,684.9,706.6,681.3,48.24K,2.51%
11/03/2016,684.9,733.5,744.4,670.4,96.41K,-6.63%
11/02/2016,733.5,726.8,735.8,718.1,39.04K,0.93%
11/01/2016,726.8,698.7,734.4,695.2,68.07K,4.02%
10/31/2016,698.7,697.3,707.2,682.2,38.05K,0.20%
10/30/2016,697.3,715,714.9,689.5,39.33K,-2.47%
10/29/2016,715,686.2,720.2,685.2,54.03K,4.18%
10/28/2016,686.2,682.3,688.4,678.6,38.97K,0.58%
10/27/2016,682.3,674.7,687.9,672.3,46.56K,1.13%
10/26/2016,674.7,651,678.4,651.4,47.67K,3.64%
10/25/2016,651,650.5,662.5,647.7,36.74K,0.08%
10/24/2016,650.5,653,654.3,645.7,33.24K,-0.39%
10/23/2016,653,655.5,661.2,648.8,21.91K,-0.37%
10/22/2016,655.5,630.5,659.9,629.7,37.10K,3.97%
10/21/2016,630.5,628.3,633.3,627.6,28.09K,0.34%
10/20/2016,628.3,629.1,630.8,625.5,20.94K,-0.11%
10/19/2016,629.1,635.3,637.3,624.1,35.29K,-0.99%
10/18/2016,635.3,637.4,639.3,632.2,24.60K,-0.32%
10/17/2016,637.4,640.1,641.3,634.9,27.69K,-0.43%
10/16/2016,640.1,637,642.2,636.4,12.89K,0.49%
10/15/2016,637,637.9,641.4,635.1,12.38K,-0.14%
10/14/2016,637.9,635.6,640.5,630.7,31.42K,0.37%
10/13/2016,635.6,636,639.5,632.3,25.62K,-0.06%
10/12/2016,636,640.5,642.5,632.2,26.95K,-0.70%
10/11/2016,640.5,617.3,642.3,615.6,55.77K,3.75%
10/10/2016,617.3,615.8,618.8,612.8,25.23K,0.25%
10/09/2016,615.8,617.7,618.3,613,13.43K,-0.30%
10/08/2016,617.7,616,619.6,614.9,13.62K,0.26%
10/07/2016,616,611,619.4,609.1,32.73K,0.83%
10/06/2016,611,611.8,612.7,608.5,21.63K,-0.14%
10/05/2016,611.8,609,613.7,608,23.40K,0.47%
10/04/2016,609,611.6,612.7,606.5,24.99K,-0.43%
10/03/2016,611.6,610.7,613.2,608.5,21.95K,0.15%
10/02/2016,610.7,613.4,614.2,607.7,16.54K,-0.44%
10/01/2016,613.4,608.1,615,607.1,16.93K,0.87%
09/30/2016,608.1,604.7,608.8,602.3,23.95K,0.57%
09/29/2016,604.7,604.7,607.2,602,25.32K,0.00%
09/28/2016,604.7,605.5,606.9,602.6,18.94K,-0.13%
09/27/2016,605.5,606.5,609,601.7,25.55K,-0.18%
09/26/2016,606.5,601.5,608.5,598.2,27.51K,0.84%
09/25/2016,601.5,602.6,604.9,598.3,13.28K,-0.18%
09/24/2016,602.6,602.9,605.9,600.5,13.47K,-0.05%
09/23/2016,602.9,595.6,603.7,594.1,25.92K,1.22%
09/22/2016,595.6,597.2,599.8,592.8,22.44K,-0.26%
09/21/2016,597.2,609.2,608.8,591.7,36.86K,-1.98%
09/20/2016,609.2,609.8,611.3,605.9,22.61K,-0.10%
09/19/2016,609.8,610.7,612.4,607,21.24K,-0.14%
09/18/2016,610.7,607.1,612.4,605.2,16.33K,0.60%
09/17/2016,607.1,607.8,609.6,604.5,15.89K,-0.12%
09/16/2016,607.8,608.1,610.4,605.2,21.85K,-0.05%
09/15/2016,608.1,609.5,610.7,605.1,22.69K,-0.23%
09/14/2016,609.5,608.6,612.2,606.4,24.24K,0.15%
09/13/2016,608.6,608,612,604.9,27.52K,0.10%
09/12/2016,608,605.6,610.6,603,27.95K,0.39%
09/11/2016,605.6,624.5,630.8,592.8,36.54K,-3.03%
09/10/2016,624.5,623.2,627.5,621.1,15.28K,0.22%
09/09/2016,623.2,625.6,627.6,617.3,28.33K,-0.39%
09/08/2016,625.6,613.2,629.3,611.3,36.33K,2.02%
09/07/2016,613.2,610.4,616.5,606.2,30.03K,0.45%
09/06/2016,610.4,605.8,612,603.5,24.33K,0.77%
09/05/2016,605.8,609.5,610.6,598.8,25.29K,-0.62%
09/04/2016,609.5,598.8,615.2,590.8,30.69K,1.79%
09/03/2016,598.8,575.3,605,572.6,35.70K,4.09%
09/02/2016,575.3,572,577.6,569.3,26.61K,0.58%
09/01/2016,572,573.9,705,569.4,25.87K,-0.33%
08/31/2016,573.9,577.3,578.3,571.7,24.93K,-0.60%
08/30/2016,577.3,574.2,579.9,572.5,27.48K,0.54%
08/29/2016,574.2,575,578.6,571.4,23.86K,-0.13%
08/28/2016,575,570.3,576.3,569.2,12.83K,0.81%
08/27/2016,570.3,579.4,580.4,567.3,18.69K,-1.56%
08/26/2016,579.4,578,582.7,575.8,21.17K,0.24%
08/25/2016,578,579.7,580.7,570.8,32.73K,-0.29%
08/24/2016,579.7,583.6,584.5,576.8,28.06K,-0.67%
08/23/2016,583.6,587.5,589.9,578.6,32.08K,-0.67%
08/22/2016,587.5,580.7,591.9,577.1,33.56K,1.17%
08/21/2016,580.7,582.6,585.3,577.8,14.16K,-0.33%
08/20/2016,582.6,574.6,583.5,572.3,23.12K,1.40%
08/19/2016,574.6,573.4,577.9,566.3,25.53K,0.20%
08/18/2016,573.4,572.3,579.5,570.8,30.39K,0.18%
08/17/2016,572.3,580.2,581.1,568.7,32.76K,-1.35%
08/16/2016,580.2,567,583.4,563.4,37.69K,2.34%
08/15/2016,567,569.1,575,559.3,33.77K,-0.37%
08/14/2016,569.1,584.6,585.8,559.9,33.07K,-2.66%
08/13/2016,584.6,587.1,590.1,582.8,19.30K,-0.43%
08/12/2016,587.1,587.8,591.1,582.2,25.50K,-0.12%
08/11/2016,587.8,590.9,599.2,585.4,39.83K,-0.52%
08/10/2016,590.9,585.3,600.5,580.9,49.57K,0.97%
08/09/2016,585.3,589.2,591.2,581.1,25.97K,-0.68%
08/08/2016,589.2,590.8,594.2,585.4,24.88K,-0.27%
08/07/2016,590.8,586.5,596,580.9,26.20K,0.75%
08/06/2016,586.5,574.7,596.7,565.3,25.38K,2.05%
08/05/2016,574.7,576.2,580,565.8,27.89K,-0.27%
08/04/2016,576.2,566.4,584.9,559.5,44.82K,1.73%
08/03/2016,566.4,513.4,573.1,514.1,85.93K,10.32%
08/02/2016,513.4,607,613.8,471.4,130.91K,-15.42%
08/01/2016,607,621.9,627.9,603.5,66.66K,-2.39%
07/31/2016,621.9,654.7,654.9,621.4,62.89K,-5.02%
07/30/2016,654.7,655.4,657.5,652.1,19.35K,-0.11%
07/29/2016,655.4,654.1,657.4,651,27.04K,0.20%
07/28/2016,654.1,654.5,658,650.8,28.11K,-0.06%
07/27/2016,654.5,654.4,659.1,646,29.89K,0.02%
07/26/2016,654.4,654,657.8,643.5,49.39K,0.06%
07/25/2016,654,659.3,662.5,651.1,34.38K,-0.80%
07/24/2016,659.3,655.2,664.2,651,29.82K,0.63%
07/23/2016,655.2,651.1,658.2,648,29.89K,0.62%
07/22/2016,651.1,664.6,669.4,645.7,65.90K,-2.03%
07/21/2016,664.6,664.4,666.5,657.8,32.17K,0.03%
07/20/2016,664.4,671.1,672.3,659.5,37.56K,-1.00%
07/19/2016,671.1,670.4,673.2,663.6,30.40K,0.11%
07/18/2016,670.4,676.3,680.4,664.6,42.58K,-0.88%
07/17/2016,676.3,660.7,680.9,660.1,46.84K,2.37%
07/16/2016,660.7,664.2,665.4,655.7,20.39K,-0.53%
07/15/2016,664.2,657.3,667.5,656.5,35.83K,1.06%
07/14/2016,657.3,661.2,661.9,646.3,48.20K,-0.59%
07/13/2016,661.2,670.6,672,656,62.96K,-1.40%
07/12/2016,670.6,646.7,673.2,644.6,66.59K,3.69%
07/11/2016,646.7,647.1,657.5,640,45.94K,-0.06%
07/10/2016,647.1,651.8,652,636.8,29.26K,-0.72%
07/09/2016,651.8,662.8,663.5,620.7,96.01K,-1.65%
07/08/2016,662.8,635.3,663.4,630.2,75.89K,4.33%
07/07/2016,635.3,672.7,676.2,605,153.61K,-5.57%
07/06/2016,672.7,663.7,678.4,662.2,47.05K,1.36%
07/05/2016,663.7,675.2,679.2,657.3,54.64K,-1.70%
07/04/2016,675.2,661.6,679,644,63.91K,2.04%
07/03/2016,661.6,698.1,701.5,644.6,99.27K,-5.22%
07/02/2016,698.1,674.6,700.5,671.5,67.38K,3.48%
07/01/2016,674.6,670,685.1,661.1,92.23K,0.68%
06/30/2016,670,636.5,673,631.2,88.20K,5.26%
06/29/2016,636.5,644.9,645.9,621.8,80.22K,-1.29%
06/28/2016,644.9,644.7,659.3,634.3,76.66K,0.04%
06/27/2016,644.7,625.4,650.3,615.2,99.81K,3.08%
06/26/2016,625.4,663.5,665.2,609.9,88.93K,-5.74%
06/25/2016,663.5,656.9,688.1,640.8,100.46K,1.01%
06/24/2016,656.9,620.8,687.4,616.4,196.69K,5.81%
06/23/2016,620.8,590.6,629.5,539.3,261.74K,5.13%
06/22/2016,590.6,667.4,677.8,586.6,202.32K,-11.51%
06/21/2016,667.4,734,732.2,626,248.08K,-9.07%
06/20/2016,734,761,764.6,717.4,112.29K,-3.56%
06/19/2016,761,753.8,765.1,740.4,60.45K,0.96%
06/18/2016,753.8,743.9,776,727.1,120.53K,1.33%
06/17/2016,743.9,761.2,771.9,704.2,215.87K,-2.27%
06/16/2016,761.2,690.8,769.7,687.4,229.57K,10.20%
06/15/2016,690.8,685.1,695.1,670.5,78.62K,0.82%
06/14/2016,685.1,700.1,702.5,654.7,135.65K,-2.13%
06/13/2016,700.1,666.5,718.2,652.8,216.73K,5.03%
06/12/2016,666.5,591.6,683.8,592.8,217.38K,12.67%
06/11/2016,591.6,577.9,592.6,576.3,42.22K,2.37%
06/10/2016,577.9,574.7,579.3,571.1,45.50K,0.56%
06/09/2016,574.7,580.5,580.7,569.3,48.61K,-1.00%
06/08/2016,580.5,575.6,582.4,567.8,49.60K,0.86%
06/07/2016,575.6,583.6,591.3,543.6,84.69K,-1.37%
06/06/2016,583.6,574.9,586.7,571.7,63.68K,1.51%
06/05/2016,574.9,572,583.6,567.8,64.52K,0.52%
06/04/2016,572,567,592.7,560.9,87.41K,0.87%
06/03/2016,567,537.1,573.7,534.3,106.25K,5.57%
06/02/2016,537.1,537.4,541.5,530.5,52.88K,-0.06%
06/01/2016,537.4,528.9,542.3,521.3,72.41K,1.60%
05/31/2016,528.9,532.3,546.9,513.2,114.08K,-0.63%
05/30/2016,532.3,516,544.2,512.8,77.53K,3.14%
05/29/2016,516,524.2,548,493.2,152.57K,-1.56%
05/28/2016,524.2,474,531.8,467,150.17K,10.58%
05/27/2016,474,453.3,479.2,452.7,135.68K,4.58%
05/26/2016,453.3,449.8,454.3,447.7,37.72K,0.78%
05/25/2016,449.8,446.1,451.2,445.4,37.72K,0.82%
05/24/2016,446.1,443.7,447.9,442,33.22K,0.55%
05/23/2016,443.7,439.6,445,438.2,35.90K,0.93%
05/22/2016,439.6,443.6,444.2,436.9,28.74K,-0.91%
05/21/2016,443.6,442.1,445.2,439.7,23.00K,0.35%
05/20/2016,442.1,442.7,447.8,435.4,48.43K,-0.12%
05/19/2016,442.7,454.2,455.2,441.1,59.39K,-2.55%
05/18/2016,454.2,453.3,456.6,452.4,32.61K,0.21%
05/17/2016,453.3,454.9,456.3,451.7,34.63K,-0.36%
05/16/2016,454.9,458.1,459.6,450.7,36.60K,-0.71%
05/15/2016,458.1,456.4,460.3,455,21.20K,0.37%
05/14/2016,456.4,455.4,457.7,453.6,20.36K,0.23%
05/13/2016,455.4,454.4,457.2,451.5,32.39K,0.22%
05/12/2016,454.4,452.5,455.3,448.4,49.19K,0.43%
05/11/2016,452.5,449.4,456.1,449.6,39.97K,0.70%
05/10/2016,449.4,460.4,462.1,446.8,59.99K,-2.41%
05/09/2016,460.4,457.9,464.2,455.4,48.42K,0.56%
05/08/2016,457.9,458.5,460.2,454.9,27.60K,-0.13%
05/07/2016,458.5,459.6,460.6,454.6,30.97K,-0.24%
05/06/2016,459.6,448.1,461.5,445.7,68.43K,2.56%
05/05/2016,448.1,445.8,449.2,444.4,41.89K,0.51%
05/04/2016,445.8,450.3,450.9,444.2,39.44K,-0.99%
05/03/2016,450.3,444.2,451.5,441.5,49.75K,1.37%
05/02/2016,444.2,452.2,453.9,440.2,73.85K,-1.78%
05/01/2016,452.2,448.5,454.2,447.5,21.75K,0.83%
04/30/2016,448.5,455,456.9,446.6,35.31K,-1.42%
04/29/2016,455,448.5,456.3,445.2,44.85K,1.45%
04/28/2016,448.5,447,450.1,433.9,81.94K,0.33%
04/27/2016,447,466,467.9,444.6,90.81K,-4.08%
04/26/2016,466,461.7,468.9,459.2,67.56K,0.92%
04/25/2016,461.7,457.6,466.2,451.8,81.66K,0.91%
04/24/2016,457.6,450.1,461.8,447.9,74.43K,1.66%
04/23/2016,450.1,445.3,451.5,443.1,42.36K,1.08%
04/22/2016,445.3,449.3,450.2,441.9,49.71K,-0.90%
04/21/2016,449.3,441.2,450.8,439.5,63.13K,1.85%
04/20/2016,441.2,434.9,442.9,432.5,74.36K,1.43%
04/19/2016,434.9,427.7,436.1,426.8,45.68K,1.69%
04/18/2016,427.7,426.3,429.1,424.4,32.58K,0.34%
04/17/2016,426.3,430,430.6,423.8,25.59K,-0.88%
04/16/2016,430,428.7,432,426.8,29.02K,0.32%
04/15/2016,428.7,424,429.5,423.3,54.12K,1.10%
04/14/2016,424,423.5,425.4,421.8,30.66K,0.13%
04/13/2016,423.5,424.7,426.6,421.4,38.09K,-0.30%
04/12/2016,424.7,421.4,426.7,420.7,57.71K,0.79%
04/11/2016,421.4,420.3,422.4,418.1,36.39K,0.28%
04/10/2016,420.3,418,421.6,416.7,23.30K,0.53%
04/09/2016,418,417.7,418.9,412.4,29.43K,0.09%
04/08/2016,417.7,420.1,423.5,415.5,46.95K,-0.58%
04/07/2016,420.1,421.3,422,417.9,36.06K,-0.27%
04/06/2016,421.3,422.1,422.8,419.5,32.67K,-0.19%
04/05/2016,422.1,419.3,423.7,418,40.89K,0.65%
04/04/2016,419.3,419.1,420.4,416.2,33.44K,0.06%
04/03/2016,419.1,418.5,420.2,417,22.80K,0.13%
04/02/2016,418.5,415.6,420.1,415.1,31.31K,0.69%
04/01/2016,415.6,415.7,416.9,412.8,38.22K,0.00%
03/31/2016,415.7,412.4,417.2,411.5,41.84K,0.78%
03/30/2016,412.4,415,416.2,408.4,43.28K,-0.62%
03/29/2016,415,422.2,424.5,406.4,69.11K,-1.71%
03/28/2016,422.2,424.6,425.4,419.7,43.45K,-0.56%
03/27/2016,424.6,416.5,427.4,415.5,61.72K,1.94%
03/26/2016,416.5,415.7,417.7,413.9,28.06K,0.19%
03/25/2016,415.7,414.7,417.3,412.4,34.59K,0.23%
03/24/2016,414.7,417,417.7,412.9,38.83K,-0.54%
03/23/2016,417,416.2,419.6,414.2,40.61K,0.19%
03/22/2016,416.2,411.1,417.9,410.8,49.08K,1.24%
03/21/2016,411.1,411.5,413.1,407.3,43.16K,-0.10%
03/20/2016,411.5,408.7,413.5,407.2,30.54K,0.69%
03/19/2016,408.7,408.2,410.5,402.1,37.00K,0.13%
03/18/2016,408.2,418.2,418.6,402.5,66.07K,-2.39%
03/17/2016,418.2,415.9,419.6,415.3,43.82K,0.54%
03/16/2016,415.9,415.1,417,413.3,44.54K,0.19%
03/15/2016,415.1,414.3,417.4,412.3,48.60K,0.20%
03/14/2016,414.3,412.4,416.1,411.2,49.33K,0.46%
03/13/2016,412.4,410.4,415.9,409.6,34.98K,0.50%
03/12/2016,410.4,419.1,420.7,407,59.64K,-2.09%
03/11/2016,419.1,415.8,422.4,415.1,60.63K,0.79%
03/10/2016,415.8,412.8,417.5,410.3,55.74K,0.74%
03/09/2016,412.8,411.9,414.9,408.9,50.92K,0.21%
03/08/2016,411.9,414.9,416.7,408.4,53.77K,-0.72%
03/07/2016,414.9,406,416.6,402,61.77K,2.19%
03/06/2016,406,399,412,393.1,62.59K,1.74%
03/05/2016,399,409.5,410.1,386.9,129.15K,-2.56%
03/04/2016,409.5,419.6,423.4,407.2,75.27K,-2.40%
03/03/2016,419.6,425.4,425.8,414.9,78.90K,-1.36%
03/02/2016,425.4,434,435.9,423.9,57.75K,-2.00%
03/01/2016,434,436.2,439,428.5,67.46K,-0.50%
02/29/2016,436.2,432.5,441.3,429.8,68.77K,0.86%
02/28/2016,432.5,431.3,435.6,421.2,50.85K,0.27%
02/27/2016,431.3,427.3,434.1,427.3,42.79K,0.93%
02/26/2016,427.3,423.5,427.6,419.1,53.21K,0.91%
02/25/2016,423.5,422.7,427.2,417.5,53.54K,0.18%
02/24/2016,422.7,419.9,425.2,410.4,66.51K,0.67%
02/23/2016,419.9,437.8,440.8,414.4,93.72K,-4.09%
02/22/2016,437.8,437.9,440.2,431.3,56.01K,-0.02%
02/21/2016,437.9,440.1,447.6,425.5,100.50K,-0.50%
02/20/2016,440.1,420,442.7,419.5,111.63K,4.78%
02/19/2016,420,421.4,424.3,416.4,52.24K,-0.34%
02/18/2016,421.4,417.1,425.5,414.8,77.35K,1.02%
02/17/2016,417.1,406.4,421.5,405,90.32K,2.64%
02/16/2016,406.4,401.1,409.8,398,68.33K,1.33%
02/15/2016,401.1,405.5,410.9,396.6,86.13K,-1.09%
02/14/2016,405.5,390.1,405.9,390.1,73.59K,3.95%
02/13/2016,390.1,384,392.6,383.3,48.16K,1.58%
02/12/2016,384,379.5,386.4,379.3,53.76K,1.21%
02/11/2016,379.5,381.9,383.2,372.8,62.65K,-0.64%
02/10/2016,381.9,375.3,385.4,374.1,97.49K,1.75%
02/09/2016,375.3,372.6,377.6,371.4,55.36K,0.72%
02/08/2016,372.6,377.9,380.9,372.1,62.24K,-1.40%
02/07/2016,377.9,376.7,382.6,375.3,40.74K,0.33%
